year,month,date,hour,tweet,pos or neg,logistic regression
2020,03,22,13,RT @senatemajldr: Senate Republicans’ proposal the Coronavirus Aid Relief and Economic Security Act will get cash assistance in the han…,1.0,[[0.50801794]]
2020,03,22,13,RT @MariaBartiromo: .@USTreasury Mnuchin on the Fed and Trump's efforts to protect the US economy https://t.co/Raiy5c9MnX @stevenmnuchin1,1.0,[[0.51797949]]
2020,03,22,13,RT @MariaBartiromo: Former Ford CEO: Auto industry in 'much stronger position' than 2008 recession https://t.co/BUlsFMr4yD @MorningsMaria @…,0.0,[[0.49414995]]
2020,03,22,10,RT @WhiteHouse: Yesterday President @realDonaldTrump spoke with 12000 small businesses—the economic engine of our country.The Trump Adm…,1.0,[[0.50421116]]
2020,03,22,10,RT @TeamCavuto: .@SenJohnKennedy to guest host @cvpayne: Our economy is going to take a short-term hit from the COVID-19 outbreak but I do…,0.0,[[0.49552266]]
2020,03,22,10,RT @Varneyco: One major side effect of this economic free-fall is that oil and gas prices are at their lowest point in 18 years. Some areas…,1.0,[[0.5066375]]
2020,03,22,09,RT @SenateGOP: To the health care workers on the frontlines.To postal carriers truck drivers &amp; supermarket employees.To those staying…,1.0,[[0.50519719]]
2020,03,20,04,RT @SenCoryGardner: A huge part of Colorado’s economy relies on restaurants and hospitality. I’m working to help Congress recognize how the…,1.0,[[0.50741393]]
2020,03,20,04,RT @SenFinance: Chairman @ChuckGrassley on the passage of the Families First Coronavirus Response Act:✓ Increased paid sick leave✓ Incr…,1.0,[[0.5012005]]
2020,03,20,04,RT @SenBillCassidy: The economic problems caused by this virus have never been seen before. This package is to help individuals families a…,1.0,[[0.50809346]]
2020,03,20,04,RT @senatemajldr: The Coronavirus Aid Relief &amp; Economic Security Act proposes bold action on four urgent priorities:1. Direct financial…,1.0,[[0.52155036]]
2020,03,19,18,RT @WhiteHouse: When this virus is defeated our great American economy will bounce back rapidly. https://t.co/812JGjlDIm,1.0,[[0.53238309]]
2020,03,18,13,We will be by mutual consent temporarily closing our Northern Border with Canada to non-essential traffic. Trade will not be affected. Details to follow!,1.0,[[0.5311831]]
2020,03,17,03,RT @LindseyGrahamSC: My primary goal is to lessen the loss of life.  Our economy can be rebuilt.  The loss of life is permanent. I appr…,1.0,[[0.50987742]]
2020,03,15,14,Thank you! https://t.co/fVGdP2Vxt8,1.0,[[0.6212301]]
2020,03,14,12,BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!,1.0,[[0.5006553]]
2020,03,13,13,The Federal Reserve must FINALLY lower the Fed Rate to something comparable to their competitor Central Banks. Jay Powell and group are putting us at a decided economic &amp; physiological disadvantage. Should never have been this way. Also STIMULATE!,1.0,[[0.52445101]]
2020,03,13,12,If you want to get money into the hands of people quickly &amp; efficiently let them have the full money that they earned APPROVE A PAYROLL TAX CUT until the end of the year December 31. Then you are doing something that is really meaningful. Only that will make a big difference!,0.0,[[0.46126716]]
2020,03,12,14,RT @realDonaldTrump: “Nancy Pelosi all of a sudden doesn’t like the payroll tax cut but when Obama proposed it she thought it was a brilli…,1.0,[[0.50701152]]
2020,03,12,13,RT @ChadPergram: Trump says SBA will provide capital/liquidity to firms impacted by coronavirus. Will provide low interest loans,1.0,[[0.50524826]]
2020,03,12,13,RT @JenniferJJacobs: Trump’s new coronavirus travel prohibitions will not apply to the trade and cargo that flow between Europe and the Uni…,1.0,[[0.53195445]]
2020,03,12,10,“Nancy Pelosi all of a sudden doesn’t like the payroll tax cut but when Obama proposed it she thought it was a brilliant thing that all of the working families would benefit from because if you get a paycheck you’re going to take home more money.” @kilmeade @foxandfriends,0.0,[[0.49109474]]
2020,03,12,10,RT @charliekirk11: Facts:Federal tax dollars will no longer go to sanctuary states or cities that harbor criminal illegal aliensIf a pr…,0.0,[[0.49637079]]
2020,03,12,2,Hoping to get the payroll tax cut approved by both Republicans and Democrats and please remember very important for all countries &amp; businesses to know that trade will in no way be affected by the 30-day restriction on travel from Europe. The restriction stops people not goods.,1.0,[[0.53745533]]
2020,03,10,14,Ronald Reagan’s great economist the recipient of the Presidential Medal of Freedom has just said great things about a Payroll Tax Cut!,1.0,[[0.56696481]]
2020,03,09,14,So last year 37000 Americans died from the common Flu. It averages between 27000 and 70000 per year. Nothing is shut down life &amp; the economy go on. At this moment there are 546 confirmed cases of CoronaVirus with 22 deaths. Think about that!,0.0,[[0.48541749]]
2020,03,09,14,Saudi Arabia and Russia are arguing over the price and flow of oil. That and the Fake News is the reason for the market drop!,1.0,[[0.5065293]]
2020,03,08,4,RT @GOPChairwoman: The economic boom continues!273K jobs added in February 7M+ jobs added since @realDonaldTrump was electedUnemploym…,1.0,[[0.52253195]]
2020,03,06,14,JOBS JOBS JOBS!!! https://t.co/x0olZd3RLu,1.0,[[0.52372505]]
2020,03,06,5,"RT @DailyCaller: A lifelong Dem voter talks about why he flipped to Trump in 2016:""I’m focused on the economy and on regulation and dereg…",1.0,[[0.51868697]]
2020,03,04,23,Congress has agreed to provide $8 Billion to fight Coronavirus! This means @CDCgov @HHSGov and @DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health our Economy and our Nation!,1.0,[[0.54734425]]
2020,03,04,23,Congress has agreed to provide $8 Billion to fight Coronavirus! This means @CDC @HHSGov and @DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health our Economy and our Nation!,1.0,[[0.54734425]]
2020,03,03,13,Texas &amp; Oklahoma: Mini Mike Bloomberg will kill your drilling fracking and pipelines. Petroleum based “anything” is dead. Energy jobs gone. Don’t vote for Mini Mike!,1.0,[[0.50080326]]
2020,03,03,6,Australia’s Central Bank cut interest rates and stated it will most likely further ease in order to make up for China’s Coronavirus situation and slowdown. They reduced to 0.5% a record low. Other countries are doing the same thing if not more so. Our Federal Reserve has us....,1.0,[[0.5259457]]
2020,03,03,6,Australia’s Central Bank cut interest rates and stated it will most likely further ease in order to make up for China’s Coronavirus situation and slowdown. They reduced to 0.5% a record low. Other countries are doing the same thing if not more so. Our Federal Reserve has us....,1.0,[[0.5259457]]
2020,03,03,4,The Democrats in the House should propose a very simple one year Payroll Tax cut. Great for the middle class great for the USA!,1.0,[[0.56022528]]
2020,03,03,1,This is an incredible time for our nation—we are in the midst of the Great American Comeback! Jobs are booming incomes are soaring poverty is plummeting confidence is surging and we have completely rebuilt the awesome power of the U.S. Military. PROMISES MADE PROMISES KEPT! https://t.co/d5RqU1n3Y0,1.0,[[0.56172994]]
2020,03,02,19,Michelle @FischbachMN7 is running for Congress in Minnesota. Michelle will protect the unborn is Strong on Crime &amp; Borders Cutting Taxes your #2A Loves our Military Vets &amp; will stand w/ our Great Farmers. Michelle has my Complete &amp; Total Endorsement! https://t.co/qwz5F64dQn,1.0,[[0.59970844]]
2020,03,02,19,Michelle @FischbachMN7 is running for Congress in Minnesota. Nicole is Strong on Crime and Borders Cutting Taxes your #2A Loves our Military Vets and will stand with our Great Farmers. Michelle has my Complete and Total Endorsement! https://t.co/qwz5F64dQn,1.0,[[0.5988631]]
2020,03,02,15,As usual Jay Powell and the Federal Reserve are slow to act. Germany and others are pumping money into their economies. Other Central Banks are much more aggressive. The U.S. should have for all of the right reasons the lowest Rate. We don’t putting us at a.....,1.0,[[0.50457636]]
2020,03,02,12,“Ever since (Mini Mike) Bloomberg’s bad debate performances his support has dropped.” @abcnews  Dropped a lot. Only his highly paid consultants who are laughing all the way to the bank still support him...And by the way he did not poll well as mayor in handling crisis!,0.0,[[0.48737991]]
2020,02,28,06,“Federal Court Deals Major Blow To Sanctuary Cities.” @FoxNews  In other words there will be no more Federal Tax Dollars to States &amp; Cities that will not cooperate with Federal Law Enforcement (ICE). This is BIG NEWS! Funds will be cut off immediately. MAKE AMERICA GREAT AGAIN!,1.0,[[0.53453941]]
2020,02,27,05,.@RepKevinBrady (R) of Texas-08 loves Texas &amp; our Country. He has been a GREAT Congressman &amp; supporter of #MAGA. Strong on Crime Border Military Vets and your 2A he is the best Tax Cutter in D.C. Kevin has my Complete &amp; Total Endorsement. Vote on March 3rd. Thank you!,1.0,[[0.72547899]]
2020,02,26,13,Low Ratings Fake News MSDNC (Comcast) &amp; @CNN are doing everything possible to make the Caronavirus look as bad as possible including panicking markets if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk no action. USA in great shape! @CDCgov.....,1.0,[[0.53025977]]
2020,02,26,06,"RT @NextRevFNC: .@KayleighMcEnany: ""You can't beat President Trump who's breaking records  in polling breaking records in economic satisfa…",0.0,[[0.49385441]]
2020,02,24,21,RT @GOP: From wanting to nationalize America’s major industries to banning fracking which could gut nearly 15 million jobs Bernie Sanders’…,0.0,[[0.47740364]]
2020,02,24,21,The Coronavirus is very much under control in the USA. We are in contact with everyone and all relevant countries. CDC &amp; World Health have been working hard and very smart. Stock Market starting to look very good to me!,1.0,[[0.55785305]]
2020,02,24,15,RT @dcexaminer: 'Party of jobs': Ted Cruz predicts blue-collar boom will make difference for GOP in 2020 https://t.co/WzUO2Q66CU,1.0,[[0.5052788]]
2020,02,22,15,Democrats in the Great State of Nevada (Which because of the Economy Jobs the Military &amp; Vets I will win in November) be careful of Russia Russia Russia. According to Corrupt politician Adam “Shifty” Schiff they are pushing for Crazy Bernie Sanders to win. Vote!,1.0,[[0.53568489]]
2020,02,21,16,RT @SenBillCassidy: January #JobsReport:✅225000 new jobs added✅50-year record low unemployment at 3.6%✅More than 7 million jobs create…,1.0,[[0.54444029]]
2020,02,21,16,RT @SteveDaines: Obama sure didn’t build this economy... @realDonaldTrump cut taxes cut regulations and the economy boomed! https://t.co/T…,0.0,[[0.49354409]]
2020,02,21,16,RT @SenateGOP: American workers from ALL backgrounds are WINNING in our strong healthy and growing economy! As we continue to honor #Bla…,1.0,[[0.5064935]]
2020,02,21,15,IF OUR FORMALLY TARGETED FARMERS NEED ADDITIONAL AID UNTIL SUCH TIME AS THE TRADE DEALS WITH CHINA MEXICO CANADA AND OTHERS FULLY KICK IN THAT AID WILL BE PROVIDED BY THE FEDERAL GOVERNMENT PAID FOR OUT OF THE MASSIVE TARIFF MONEY COMING INTO THE USA!,0.0,[[0.48789654]]
2020,02,20,13,RT @GOPChairwoman: The contrast at the #StateOfTheUnion will be clear: @realDonaldTrump has a booming economy countless successes like #…,1.0,[[0.51489392]]
2020,02,20,04,The Democrat party is the party of high taxes high crime open borders late-term abortion socialism blatant corruption and the total destruction of your Second Amendment. The Republican Party is the party of the American Worker the American Family and the American Dream! https://t.co/GhyS5MD8Q9,1.0,[[0.50156325]]
2020,02,19,16,RT @realDonaldTrump: ...And this despite Fake Witch Hunts the Mueller Scam the Impeachment Hoax etc. With our Economy Jobs Military Ve…,1.0,[[0.50801137]]
2020,02,19,15,Highest Stock Market In History By Far!,1.0,[[0.5016401]]
2020,02,19,14,Is corrupt Bloomberg News going to say what a pathetic debater Mini Mike is that he doesn’t respect our great farmers or that he has violated campaign finance laws at the highest and most sinister level with “payoffs” all over the place?,1.0,[[0.52402899]]
2020,02,18,22,...And this despite Fake Witch Hunts the Mueller Scam the Impeachment Hoax etc. With our Economy Jobs Military Vets 2A &amp; more I would be at 70%. Oh well what can you do? https://t.co/8TJf1JjLpn,1.0,[[0.50969145]]
2020,02,18,21,...And this despite Fake Witch Hunts the Mueller Scam the Impeachment Hoax etc. With our Economy Jobs Military Vets 2A &amp; more I would be at 70%. Oh well what can you do? https://t.co/tJIrhvLcIk,1.0,[[0.50969145]]
2020,02,18,18,...And this despite Fake Witch Hunts the Mueller Scam the Impeachment Hoax etc. With our Economy Jobs Military Vets 2A &amp; more I would be at 70%. Oh well what can you do? https://t.co/3isBydxTXw,1.0,[[0.50969145]]
2020,02,18,15,....product and goods to China and other countries. That’s what trade is all about. We don’t want to make it impossible to do business with us. That will only mean that orders will go to someplace else. As an example I want China to buy our jet engines the best in the World....,0.0,[[0.48526854]]
2020,02,18,14,....product and goods to China and other countries. That’s what trade is all about. We don’t want to make it impossible to do business with us. That will only mean that orders will go to someplace else. As an example I want China to buy our jet engines the best in the World....,0.0,[[0.48526854]]
2020,02,17,23,....ever. Had to rebuild our military which was totally depleted. Fed Rate UP taxes and regulations WAY DOWN. If Dems won in 2016 the USA would be in big economic (Depression?) &amp; military trouble right now. THE BEST IS YET TO COME. KEEP AMERICA GREAT!,1.0,[[0.55203802]]
2020,02,17,23,Did you hear the latest con job? President Obama is now trying to take credit for the Economic Boom taking place under the Trump Administration. He had the WEAKEST recovery since the Great Depression despite Zero Fed Rate &amp; MASSIVE quantitative easing. NOW best jobs numbers....,1.0,[[0.54810937]]
2020,02,15,22,RT @SenToddYoung: As the latest #jobs report shows – tax relief regulatory reform and trade deals like #USMCA are fueling our economy &amp; p…,1.0,[[0.52429423]]
2020,02,15,22,RT @SenJohnThune: While Dems continue to peddle their socialist fantasies GOP economic policies have made life better for Americans.And…,1.0,[[0.52008006]]
2020,02,15,22,RT @SenateGOP: Our booming economy is drawing Americans off the sidelines and BACK TO WORK at the highest rate in 30 years!  ✅ More Jobs…,1.0,[[0.5112623]]
2020,02,15,22,RT @SenJoniErnst: With 225000 jobs created last month alone the U.S. economy is continuing to fire on all cylinders! https://t.co/T3q907W…,1.0,[[0.50488899]]
2020,02,15,22,RT @SenJohnThune: Thanks to GOP economic policies more Americans are working &amp; the economy is thriving. While the larger economy continue…,1.0,[[0.62780255]]
2020,02,15,22,RT @SenJohnBarrasso: Economic freedom and free markets: Those are the engines of our economy. Socialism is an enemy of our economy. I think…,1.0,[[0.5115346]]
2020,02,15,22,RT @SenMcSallyAZ: Over 60% of Americans feel optimistic about the economy &amp; the future. The economic boom under @POTUS is real. https://t.c…,0.0,[[0.47943498]]
2020,02,15,22,RT @SenateGOP: → Over 7 million new jobs→ 50-year low unemployment→ Wages continue to riseNo wonder Democrats are struggling to expla…,1.0,[[0.53802108]]
2020,02,15,22,RT @SenateRPC: Almost a month ago the Senate passed and @POTUS signed #USMCA. This agreement brought our country’s trade into the 21st c…,1.0,[[0.50716256]]
2020,02,15,22,RT @WhiteHouse: President @realDonaldTrump's USMCA will have a tremendous effect on GDP! https://t.co/y3hQfuj8oy,1.0,[[0.50039732]]
2020,02,15,22,RT @GOPChairwoman: .@realDonaldTrump’s policies have kicked America’s economic engine into high gear: Last month marked the 23rd consecut…,1.0,[[0.50038681]]
2020,02,15,22,RT @Mike_Pence: President @realDonaldTrump promised the American people that he would bring back jobs and bring back manufacturing. He kept…,1.0,[[0.51386366]]
2020,02,13,18,I’m seeing Governor Cuomo today at The White House. He must understand that National Security far exceeds politics. New York must stop all of its unnecessary lawsuits &amp; harrassment start cleaning itself up and lowering taxes. Build relationships but don’t bring Fredo!,1.0,[[0.54373118]]
2020,02,12,21,.@ClaudiaTenney is a fantastic candidate running in New York where she was a Great member of Congress. She is Strong on Crime Borders Cutting Taxes your #2A and she Loves our Military and Vets. Claudia has my Complete and Total Endorsement! https://t.co/pU36bNWR3t,1.0,[[0.62344538]]
2020,02,12,21,.@NMalliotakis is running for Congress in NY I know her well we need her to defeat Max Rose who voted for Impeachment! Nicole is Strong on Crime &amp; Borders #2A Cutting Taxes &amp; she Loves our Military &amp; Vets. Nicole has my Complete &amp; Total Endorsement! https://t.co/N0FIGeyjaw,1.0,[[0.57280518]]
2020,02,12,21,.@WesleyHuntTX is running for Congress in the Great State of Texas. He will help us accomplish our America First policies. Wesley is strong on Crime the Border our 2nd Amendment Trade Military and Vets. Wesley has my Complete and Total Endorsement! https://t.co/tdnO5Uh5Sa,1.0,[[0.56063953]]
2020,02,12,14,.@dagenmcdowell “Every Democrat is running to raise taxes. She (Pocahontas) lied about her ethnicity that was her problem.” @MariaBartiromo  So true Dagen!,1.0,[[0.50481526]]
2020,02,11,18,RT @Jim_Jordan: President Trump’s budget sets the right priorities:-Funds the wall-Supports our military-Cuts wasteful foreign aid-Ena…,1.0,[[0.50574758]]
2020,02,11,18,RT @realDonaldTrump: BEST USA ECONOMY IN HISTORY!,1.0,[[0.51122964]]
2020,02,11,15,New Stock Market RECORD. Congratulations spend your money wisely. KEEP AMERICA GREAT!!!!!,1.0,[[0.56389151]]
2020,02,11,13,BEST USA ECONOMY IN HISTORY!,1.0,[[0.51122964]]
2020,02,10,14,Thank you to @mirandadevine of the New York Post for your interesting (and correct) column today. “Trump has gained 20 points since Impeachment began in October. He gets 67% on economy. Nonwhite approval of Trump is also at a high: 28% up 10 points in a year. Nice one Nancy.”,1.0,[[0.66280744]]
2020,02,09,15,RT @TrumpWarRoom: The economy is BOOMING.Americans are WINNING.The latest jobs report proves President @realDonaldTrump's Great America…,1.0,[[0.55040755]]
2020,02,09,15,RT @KatrinaPierson: Murdock: Democrats Trump is giving America the economy you claim to want – Be honest and say thanks. #demdebate https:…,1.0,[[0.60972598]]
2020,02,09,15,RT @AndrewHClark: FACT: The USMCA will support 54000 jobs in New Hampshire including 3500 manufacturing jobs. Bernie Sanders still vot…,1.0,[[0.52936338]]
2020,02,09,15,RT @WhiteHouse: If President @realDonaldTrump had promised an economy this good while he was a candidate the media would've lost its mind.…,1.0,[[0.53948248]]
2020,02,09,0,RT @WhiteHouse: 7 MILLION brand new jobs under President @realDonaldTrump! 💪More Trump Economy RESULTS: https://t.co/Vp0aWvbot1,1.0,[[0.52995935]]
2020,02,08,23,RT @kayleighmcenany: Make no mistake: the #DemDebate plan for climate change is to eliminate more than 1 million jobs in America by elimina…,1.0,[[0.52485122]]
2020,02,08,19,We will not be touching your Social Security or Medicare in Fiscal 2021 Budget. Only the Democrats will destroy them by destroying our Country’s greatest ever Economy!,1.0,[[0.50647561]]
2020,02,07,20,Great to be in Charlotte North Carolina as we expand and grow this unprecedented economic momentum. Today we launched a brand new nationwide campaign to revitalize under-served cities and towns across America – it’s called OPPORTUNITY NOW! https://t.co/jh2Ve6BUtJ,1.0,[[0.57505202]]
2020,02,07,17,RT @dbongino: Trump Boom: U.S. Adds 225k Jobs in January--FAR Surpassing Wall St. Estimates https://t.co/z18Q8JIBJ0,1.0,[[0.50947245]]
2020,02,07,16,JOBS JOBS JOBS!#PromisesMadePromisesKept🇺🇸 https://t.co/yIOxpzCNb7,1.0,[[0.52372505]]
2020,02,07,12,RT @marcorubio: Jobssecurityhealth care &amp; the education of their children is what matters to people in the real world. Not the silly temp…,1.0,[[0.50754182]]
2020,02,07,11,RT @RealCandaceO: Trump: boosted the economy defeated ISIS got millions off of food stamps and welfare destroyed terrorists. Nancy Pel…,0.0,[[0.49904056]]
2020,02,07,11,RT @RepMarkMeadows: Greatest bravest military in the world led by a President who lets them do their jobs and holds terrorists to account.…,1.0,[[0.52577126]]
2020,02,05,13,RT @SauerBread: @SpeakerPelosi #PelosiTantrumA speech that•Honored so many Americans•Celebrated a strong US economy•Seeks to continue l…,1.0,[[0.5318349]]
2020,02,04,15,My Approval Rating in the Republican Party = 95% a record! Big Iowa win. Approval Rating overall = 53% a new high. With our great Economy and other major successes would be 20 points higher without the phony Witch Hunts and Hoaxes???,1.0,[[0.56371414]]
2020,02,04,15,Market up big today on very good economic news. JOBS JOBS JOBS!,1.0,[[0.56492006]]
2020,02,04,3,RT @GOP: “The President has strong economic numbers… and people are feeling better than they did four years ago.” -@GOPChairwoman https://t…,0.0,[[0.48125071]]
2020,02,03,16,Republicans in Iowa go out and Caucus today. Your great Trade Deals with China Mexico Canada Japan South Korea and more are DONE. Great times are coming after waiting for decades for our Farmers Ranchers Manufacturers and ALL. Nobody else could have pulled this off!,1.0,[[0.56589222]]
2020,02,03,1,RT @SexCounseling: @realDonaldTrump You have already done that in so many ways with prison reform choice for veterans and a booming econom…,1.0,[[0.51248174]]
2020,02,02,4,RT @GOP: “The economy is working for workers and they know it.”https://t.co/AIs469gAQE,1.0,[[0.50298846]]
2020,02,02,4,RT @GOP: African Americans have a champion in Pres. Trump! He's created 1.6 MILLION jobs for black Americans since his election. Africa…,1.0,[[0.50757893]]
2020,02,02,4,RT @SenateGOP: Trade with Mexico and Canada supports 12 million American jobs. USMCA secures those jobs and grows our economy by $70 bill…,1.0,[[0.52485908]]
2020,02,02,4,RT @SenJohnKennedy: Promise kept! Today @realDonaldTrump officially signed the historic #USMCA deal into law. This trade deal is a mas…,1.0,[[0.50729916]]
2020,01,31,14,RT @WhiteHouse: President @realDonaldTrump's policies are making it possible for hardworking Americans to find jobs develop meaningful car…,1.0,[[0.50430672]]
2020,01,31,14,RT @WhiteHouse: Pro-worker.Pro-growth.Pro-jobs.Pro-America. 🇺🇸 https://t.co/GyopaUaFXH,1.0,[[0.50003456]]
2020,01,31,03,Americans across the political spectrum are disgusted by the Washington Democrats’ Partisan Hoaxes Witch Hunts &amp; Con Jobs. Registered Democrats and Independents are leaving the Democrat Party in droves &amp; we are welcoming these voters to the Republican Party w/ wide open arms! https://t.co/UCdQXY3vPn,1.0,[[0.51629776]]
2020,01,30,20,BIGGEST TRADE DEAL EVER MADE the USMCA was signed yesterday and the Fake News Media barely mentioned it. They never thought it could be done. They have zero credibility!,1.0,[[0.50547649]]
2020,01,30,19,RT @IvankaTrump: 🇺🇸 New Gallup Poll 🇺🇸 Double-digit improvements in how Americans view the nation’s economy security from terrorism milit…,1.0,[[0.53035383]]
2020,01,29,19,For the first time in American History we have replaced a disastrous Trade Deal that REWARDED outsourcing with a truly FAIR and RECIPROCAL Trade Deal that will keep jobs wealth and growth right here in AMERICA! https://t.co/bDe8IV9DyD,1.0,[[0.51630514]]
2020,01,29,19,Thanks to our pro-worker pro-American economic policies unemployment is at the lowest level in more than 50 years. We have created over 7 MILLION new JOBS. More Americans are working today than EVER before. We have the hottest ECONOMY on earth! https://t.co/TRGKRF7xgQ,1.0,[[0.64993462]]
2020,01,29,01,Democrats are now the party of high taxes high crime open borders late-term abortion socialism and blatant corruption. The Republican Party is the party of the American Worker the American Family and the American Dream! #TrumpRallyNJ #KAG2020 https://t.co/Kq5KFhQmgH,1.0,[[0.50135766]]
2020,01,28,18,This is what a future State of Palestine can look like with a capital in parts of East Jerusalem. https://t.co/39vw3pPrAL,1.0,[[0.52191195]]
2020,01,28,15,The Fed should get smart &amp;  lower the Rate to make our interest competitive with other Countries which pay much lower even though we are by far the high standard. We would then focus on paying off &amp; refinancing debt! There is almost no inflation-this is the time (2 years late)!,0.0,[[0.49328386]]
2020,01,28,04,RT @gazettedotcom: Ernst: New trade deals are big wins for Iowa exporters https://t.co/nx9IhRQm3l,1.0,[[0.5213399]]
2020,01,28,04,RT @SenJoniErnst: BREAKING: Since day one I've been fighting to pass a trade agreement with Iowa's two biggest trade partners Mexico &amp; Ca…,1.0,[[0.51353301]]
2020,01,28,03,RT @RoyBlunt: #USMCA heading to @POTUS's desk ✅Economy is stronger than it’s been in 50 yrs thanks in large part to having the right tax p…,1.0,[[0.62694614]]
2020,01,26,23,RT @GOPLeader: This whole impeachment sham has been a taxpayer-funded campaign stunt for the Democrats.  They took Americans’ hard-earned…,1.0,[[0.50454071]]
2020,01,26,16,95% Approval Rating in the Republican Party. Thank you! 191 Federal Judges (a record) and two Supreme Court Justices approved. Best Economy &amp; Employment Numbers EVER. Thank you to our great New Smart and Nimble REPUBLICAN PARTY. Join now it’s where people want to be!,1.0,[[0.76632398]]
2020,01,26,13,Paul Krugman is a lightweight thinker who doesn’t have a clue. Caused huge economic damage to his follower’s pocketbooks. He and others should be fired by @nytimes! https://t.co/1K5AtQbmrp,1.0,[[0.53238522]]
2020,01,26,04,RT @RoyBlunt: “Americans' confidence in the U.S. economy is higher than at any point in about two decades.” https://t.co/jJHkhO8Mxz,1.0,[[0.50014016]]
2020,01,25,21,“You don’t come to court and ask for witnesses after you’ve already presented your case unless you know your case is not working. I think their real motivation is for them to keep this President busy. We’re doing a great job on the economy we’re building our military look.....,1.0,[[0.55730505]]
2020,01,25,01,RT @MarshaBlackburn: This obsession with impeachment* is out of hand. Tennesseans have their priorities straight: trade border security…,1.0,[[0.503298]]
2020,01,25,01,RT @SenJohnBarrasso: Since @realDonaldTrump took office we’ve added 7 million new jobs consumer confidence &amp; the stock market are at all-…,1.0,[[0.53160576]]
2020,01,25,00,It was my honor to welcome our nation’s Mayors to the @WhiteHouse as we continue to strengthen the bonds of cooperation between federal and local governments so that we can deliver great jobs excellent schools affordable healthcare and safe communities for all of our people! https://t.co/QwYzS32lyQ,1.0,[[0.56152536]]
2020,01,24,12,"RT @GOP: ""The mainstream press can say all the negative things they want about the President. But the people know. They know taxes cut reg…",1.0,[[0.50343184]]
2020,01,23,18,The Democrats don’t want a Witness Trade because Shifty Schiff the Biden’s the fake Whistleblower(&amp; his lawyer) the second Whistleblower (who vanished after I released the Transcripts) the so-called “informer” &amp; many other Democrat disasters would be a BIG problem for them!,0.0,[[0.48779052]]
2020,01,22,21,RT @GOP: .@realDonaldTrump is putting #AmericaFirst when it comes to trade 🙌 https://t.co/2WQ2cFohbx,1.0,[[0.50028729]]
2020,01,22,19,RT @TeamTrump: Brad @Parscale with @kilmeade today: There is no Democrat that can compete with @realDonaldTrump and this economy https://t.…,1.0,[[0.50222241]]
2020,01,22,18,One of the many great things about our just signed giant Trade Deal with China is that it will bring both the USA &amp; China closer together in so many other ways. Terrific working with President Xi a man who truly loves his country. Much more to come!,1.0,[[0.60051537]]
2020,01,22,14,RT @WarrenDavidson: Honored to join @Varneyco this morning to talk about @realDonaldTrump's visit to #Davos and the thriving #US #economy.…,1.0,[[0.54906682]]
2020,01,22,14,RT @RepRonWright: Another month @POTUS has delivered for Americans.✅145K new jobs in December✅Unemployment is at a 50 year low✅2.1 MILL…,1.0,[[0.53320587]]
2020,01,22,09,Will be interviewed at 5:00 A.M. Eastern by @JoeSquawk on @CNBC at the World Economic Forum in Davos Switzerland. Enjoy!,1.0,[[0.51848083]]
2020,01,22,06,Making great progress in @Davos. Tremendous numbers of companies will be coming or returning to the USA. Hottest Economy! JOBS JOBS JOBS!,1.0,[[0.55746546]]
2020,01,22,05,RT @NRSC: 🚨UPDATE: The Senate passed the USMCA trade agreement! Huge win for American jobs! https://t.co/PjH8QNlkTV,1.0,[[0.50849715]]
2020,01,22,05,RT @Scavino45: A great day for the United States of America at the World Economic Forum in Davos Switzerland!“AMERICA is thriving. AMERI…,1.0,[[0.56723315]]
2020,01,22,05,RT @seanhannity: @realDonaldTrump 'We Will Never Let Socialists Destroy Our Economy or Wreck Our Country' https://t.co/BL9NuBLUP3,1.0,[[0.51241675]]
2020,01,21,13,RT @wef: US President @realDonaldTrump spoke at #wef20 telling the audience the United States is in the midst of an economic boom.Find o…,1.0,[[0.52484122]]
2020,01,21,01,“It’s about the Economy stupid” except when it comes to Trump. The fact is the Fake News Media hates talking about the Economy and how incredible it is!,0.0,[[0.49028804]]
2020,01,20,04,RT @OliverMcGee: Retweet @POTUS’ PROMISES MADE PROMISES KEPT on TRADE!As @SpeakerPelosi spent $5K on Gold Pens to sign an Impeachment Ho…,1.0,[[0.51856234]]
2020,01,19,17,I will be going to Austin Texas. Leaving soon. Always like (love!) being in the Lone Star State. Speaking to our great Farmers. They hit “paydirt” with our incredible new Trade Deals: CHINA JAPAN MEXICO CANADA SOUTH KOREA and many others!,1.0,[[0.61865743]]
2020,01,19,00,If you listened to the flawed advice of @paulkrugman at the @nytimes a newspaper that was going broke until I came along you would have entirely missed the RECORD BREAKING Stock Market (and other) numbers produced since Election Day 2016. Sorry those are the FACTS.....,0.0,[[0.42900939]]
2020,01,19,00,If you listened to the flawed advice of @paulkrugman at the @nytimes a newspaper that was going broke until I came along you would have entirely missed the RECORD BREAKING Stock Market (and other) numbers produced since Election Day 2016. Sorry those are the FACTS....,0.0,[[0.42900939]]
2020,01,19,00,If you listened to the flawed advice of @paulkrugman at the @nytimes a newspaper that was going broke until I came along you would have entirely missed the RECORD BREAKING Stock Market (and other) numbers produced since Election Day 2016. Sorry those are the FACTS....,0.0,[[0.42900939]]
